model,base_model,cluster_family,n_outliers,n_loose_related_in_outliers,n_loose_related_in_universe,precision_outliers_vs_loose,recall_loose_in_universe_captured,loose_related_outliers,loose_related_in_universe_not_in_outliers
continuedev/instinct,Qwen/Qwen2.5-Coder-7B,Qwen,3,3,68,1.0,0.044118,DeepHat/DeepHat-V1-7B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,Qwen/Qwen2.5-7B-Instruct,Qwen,12,12,68,1.0,0.176471,Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,,DeepSeek,33,0,2,0.0,0.0,,ChrisMcCormick/deepseek-tiny-v0.1 | deepseek-ai/deepseek-coder-1.3b-base
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,,Qwen,20,19,68,0.95,0.279412,PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-7B | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,,Qwen,14,14,68,1.0,0.205882,Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-7B | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit
deepseek-ai/deepseek-coder-1.3b-base,,DeepSeek,10,0,2,0.0,0.0,,ChrisMcCormick/deepseek-tiny-v0.1 | deepseek-ai/DeepSeek-R1-Distill-Llama-8B
dicta-il/dictalm2.0,,dictalm2.0,31,0,0,0.0,,,
dnotitia/Smoothie-Qwen3-1.7B,Qwen/Qwen3-1.7B,Qwen,3,3,68,1.0,0.044118,Qwen/Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | janhq/Jan-v1-edge,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,26,17,19,0.653846,0.894737,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
elyza/Llama-3-ELYZA-JP-8B,,Meta-Llama-3.1,33,18,19,0.545455,0.947368,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-Guard-3-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,nvidia/Llama-3.1-8B-Instruct-FP8
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,,Beagle,33,17,17,0.515152,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
fblgit/UNA-TheBeagle-7b-v1,,Beagle,34,17,17,0.5,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
flemmingmiguel/MBX-7B-v3,,Beagle,32,17,17,0.53125,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
fluently/FluentlyQwen3-1.7B,Qwen/Qwen3-1.7B,Qwen,6,6,68,1.0,0.088235,Qwen/Qwen3-0.6B | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Tesslate/UIGEN-X-4B-0729 | dnotitia/Smoothie-Qwen3-1.7B | janhq/Jan-v1-edge,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
google/gemma-2-2b-it,google/gemma-2-2b,Gemma,4,4,10,1.0,0.4,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b | google/gemma-2-2b-jpn-it | google/gemma-2b-it,chatitcloud/UZI1 | google/gemma-3-1b-it | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt
google/gemma-2-2b-jpn-it,google/gemma-2-2b-it,Gemma,3,3,10,1.0,0.3,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b-it | google/gemma-2b-it,chatitcloud/UZI1 | google/gemma-2-2b | google/gemma-3-1b-it | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt
google/gemma-2b-it,,Gemma,3,3,10,1.0,0.3,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it,chatitcloud/UZI1 | google/gemma-2-2b | google/gemma-3-1b-it | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt
google/gemma-3-1b-it,google/gemma-3-1b-pt,Gemma,0,0,10,,0.0,,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | chatitcloud/UZI1 | google/gemma-2-2b | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt
google/gemma-3-1b-pt,,Gemma,11,4,10,0.363636,0.4,chatitcloud/UZI1 | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-it
google/gemma-3-270m,,Gemma,11,4,10,0.363636,0.4,chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-4b-it | google/gemma-3-4b-pt,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-it
google/gemma-3-4b-it,google/gemma-3-4b-pt,Gemma,10,4,10,0.4,0.4,chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-pt,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-it
google/gemma-3-4b-pt,,Gemma,10,4,10,0.4,0.4,chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-it
gradientai/Llama-3-8B-Instruct-262k,,Meta-Llama-3.1,32,17,19,0.53125,0.894737,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
