model,outlier_count_csv,n_outliers_parsed,n_graph_distance_defined,n_graph_distance_missing,outliers_missing_graph_distance,mean_graph_distance_to_outliers
mlabonne/Beagle14-7B,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | EleutherAI/polyglot-ko-3.8b,
mlabonne/Marcoro14-7B-slerp,45,45,17,28,mistralai/Mistral-7B-v0.1 | kevin009/llamaRAGdrama | Nexusflow/Starling-LM-7B-beta | berkeley-nest/Starling-LM-7B-alpha | Intel/neural-chat-7b-v3-3 | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | BioMistral/BioMistral-7B-DARE | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.5-16k | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1_math_code | EleutherAI/polyglot-ko-3.8b,
mlabonne/NeuralBeagle14-7B,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | deepseek-ai/deepseek-coder-1.3b-base | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-chemical | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | EleutherAI/polyglot-ko-3.8b,
mlabonne/OmniBeagle-7B,48,48,17,31,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Intel/neural-chat-7b-v3-1 | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | HuggingFaceTB/SmolLM-135M | TheOneWhoWill/Bootstrap-LLM | ChrisMcCormick/deepseek-tiny-v0.1,
nvidia/Llama-3.1-8B-Instruct-FP8,63,63,0,63,adamo1139/Apertus-8B-Instruct-2509-ungated | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-560m | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | swiss-ai/Apertus-8B-2509 | bigscience/bloomz-1b7 | 01-ai/Yi-6B | 01-ai/Yi-6B-200K | 01-ai/Yi-6B-Chat | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | bardsai/jaskier-7b-dpo-v5.6 | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | mlabonne/OmniBeagle-7B | flemmingmiguel/MBX-7B-v3 | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/NeuralBeagle14-7B | berkeley-nest/Starling-LM-7B-alpha | kevin009/llamaRAGdrama | mlabonne/Beagle14-7B | argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/Marcoro14-7B-slerp | FelixChao/Sectumsempra-7B-DPO | shadowml/WestBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | mistralai/Mistral-7B-v0.1 | SciPhi/SciPhi-Mistral-7B-32k | Nexusflow/Starling-LM-7B-beta | dicta-il/dictalm2.0 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | TinyLlama/TinyLlama_v1.1 | google/gemma-2-2b-jpn-it | Biomimicry-AI/ANIMA-Nectar-v2 | Intel/neural-chat-7b-v3-3 | Intel/neural-chat-7b-v3-1 | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | lmsys/vicuna-7b-v1.5-16k | BioMistral/BioMistral-7B-DARE | google/gemma-2-2b-it | lmsys/vicuna-7b-v1.5 | ChrisMcCormick/deepseek-tiny-v0.1 | PharMolix/BioMedGPT-LM-7B | google/gemma-2-2b | Qwen/Qwen2.5-Math-7B-Instruct,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,51,51,47,4,allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base | beyoru/Luna | Aurore-Reveil/Koto-Small-7B-IT,
nvidia/OpenCodeReasoning-Nemotron-7B,33,33,32,1,beyoru/Luna,
nvidia/OpenMath-Nemotron-1.5B,7,7,7,0,,4.857143
nvidia/OpenMath2-Llama3.1-8B,32,32,32,0,,3.375
nvidia/OpenReasoning-Nemotron-1.5B,49,49,45,4,beyoru/Luna | allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base | Aurore-Reveil/Koto-Small-7B-IT,
shadowml/BeagSake-7B,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | SciPhi/SciPhi-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.1 | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5 | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | EleutherAI/polyglot-ko-3.8b,
shadowml/BeagleSempra-7B,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-1 | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Mistral-7B-32k | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B-DARE | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5-16k | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-physics | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code,
shadowml/WestBeagle-7B,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | berkeley-nest/Starling-LM-7B-alpha | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code,
swiss-ai/Apertus-8B-2509,54,54,1,53,bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-560m | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | kevin009/llamaRAGdrama | CultriX/NeuralTrix-bf16 | CultriX/NeuralTrix-7B-dpo | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | bardsai/jaskier-7b-dpo-v5.6 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | CorticalStack/pastiche-crown-clown-7b-dare | SciPhi/SciPhi-Mistral-7B-32k | CorticalStack/pastiche-crown-clown-7b-dare-dpo | Biomimicry-AI/ANIMA-Nectar-v2 | Nexusflow/Starling-LM-7B-beta | mistralai/Mistral-7B-v0.1 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mlabonne/Marcoro14-7B-slerp | google/gemma-2-2b-jpn-it | FelixChao/Sectumsempra-7B-DPO | fblgit/UNA-TheBeagle-7b-v1 | Intel/neural-chat-7b-v3-3 | AdaptLLM/medicine-LLM | BioMistral/BioMistral-7B | TinyLlama/TinyLlama_v1.1 | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | berkeley-nest/Starling-LM-7B-alpha | mlabonne/NeuralBeagle14-7B | argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/OmniBeagle-7B | lmsys/vicuna-7b-v1.1 | Intel/neural-chat-7b-v3-1 | lmsys/vicuna-7b-v1.5 | mlabonne/Beagle14-7B | FelixChao/vicuna-7B-physics | shadowml/BeagleSempra-7B | HuggingFaceH4/zephyr-7b-beta | lmsys/vicuna-7b-v1.5-16k | BioMistral/BioMistral-7B-DARE | shadowml/BeagSake-7B | google/gemma-2-2b-it | shadowml/WestBeagle-7B | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | Qwen/Qwen2.5-Math-7B-Instruct,
unsloth/Llama-3.1-8B,35,35,34,1,S4nfs/Neeto-1.0-8b,
unsloth/Llama-3.2-1B-Instruct,25,25,25,0,,1.96
unsloth/Llama-3.2-3B-Instruct,31,31,31,0,,1.967742
unsloth/Meta-Llama-3.1-8B-Instruct,31,31,31,0,,2.354839
unsloth/Qwen2.5-0.5B-Instruct,40,40,37,3,beyoru/Luna | allura-org/Koto-Small-7B-PT | Aurore-Reveil/Koto-Small-7B-IT,
unsloth/Qwen2.5-1.5B,28,28,26,2,beyoru/Luna | XiaomiMiMo/MiMo-7B-Base,
unsloth/Qwen2.5-1.5B-Instruct,38,38,35,3,beyoru/Luna | allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base,
unsloth/Qwen2.5-Math-1.5B,21,21,21,0,,10.238095
google/gemma-2-2b,13,13,5,8,adamo1139/Apertus-8B-Instruct-2509-ungated | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | bigscience/bloomz-560m | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-1b7 | ChrisMcCormick/deepseek-tiny-v0.1,
Qwen/Qwen2.5-Coder-0.5B,21,21,18,3,XiaomiMiMo/MiMo-7B-Base | allura-org/Koto-Small-7B-PT | beyoru/Luna,
unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,20,20,19,1,beyoru/Luna,
unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,40,40,37,3,beyoru/Luna | XiaomiMiMo/MiMo-7B-Base | allura-org/Koto-Small-7B-PT,
unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,45,45,42,3,beyoru/Luna | allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base,
unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,45,45,42,3,beyoru/Luna | allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base,
unsloth/Qwen2.5-Math-1.5B-bnb-4bit,28,28,27,1,beyoru/Luna,
unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit,25,25,25,0,,1.96
unsloth/Llama-3.2-1B-Instruct-bnb-4bit,23,23,23,0,,1.956522
unsloth/Llama-3.2-3B-Instruct-bnb-4bit,28,28,28,0,,1.964286
unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,30,30,30,0,,1.966667
unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,31,31,31,0,,2.290323
unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,39,39,38,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_iq4_nl,44,44,42,2,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_iq4_xs,31,31,31,0,,2.354839
llama31_8b_instruct_q2_k,42,42,41,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q2_k_l,39,39,39,0,,2.923077
llama31_8b_instruct_q3_k_m,41,41,40,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q3_k_s,36,36,36,0,,2.416667
llama31_8b_instruct_q4_0,43,43,42,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q4_1,33,33,33,0,,2.393939
llama31_8b_instruct_q4_k_m,31,31,31,0,,2.354839
llama31_8b_instruct_q4_k_s,37,37,37,0,,2.945946
llama31_8b_instruct_bf16,45,45,40,5,deepseek-ai/DeepSeek-R1-Distill-Llama-8B | S4nfs/Neeto-1.0-8b | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q3_k_s,
llama31_8b_instruct_q5_k_m,34,34,34,0,,2.411765
llama31_8b_instruct_q5_k_s,32,32,32,0,,2.375
llama31_8b_instruct_q6_k,31,31,31,0,,2.354839
llama31_8b_instruct_iq1_m,30,30,30,0,,2.366667
llama31_8b_instruct_iq1_s,32,32,32,0,,2.375
llama31_8b_instruct_iq2_m,39,39,38,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_iq2_xxs,38,38,38,0,,2.921053
llama31_8b_instruct_iq3_xxs,31,31,31,0,,2.354839
llama31_8b_instruct_q2_k_xl,39,39,38,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q3_k_xl,43,43,41,2,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_q4_k_xl,43,43,42,1,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q5_k_xl,44,44,42,2,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_q6_k_xl,38,38,38,0,,2.684211
llama31_8b_instruct_q8_k_xl,44,44,42,2,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama32_3b_instruct_bf16,31,31,31,0,,1.967742
llama32_3b_instruct_f16,31,31,31,0,,1.967742
llama32_3b_instruct_iq4_nl,31,31,31,0,,1.967742
llama32_3b_instruct_iq4_xs,30,30,30,0,,1.966667
llama32_3b_instruct_q2_k,28,28,28,0,,1.964286
llama32_3b_instruct_q2_k_l,31,31,31,0,,1.967742
llama32_3b_instruct_q3_k_m,30,30,30,0,,1.966667
llama32_3b_instruct_q3_k_s,31,31,31,0,,1.967742
llama32_3b_instruct_q4_0,30,30,30,0,,1.966667
llama32_3b_instruct_q4_1,31,31,31,0,,1.967742
llama32_3b_instruct_q4_k_m,30,30,30,0,,1.966667
llama32_3b_instruct_q4_k_s,30,30,30,0,,1.966667
llama32_3b_instruct_q5_k_m,30,30,30,0,,1.966667
llama32_3b_instruct_q5_k_s,31,31,31,0,,1.967742
llama32_3b_instruct_q6_k,31,31,31,0,,1.967742
llama32_3b_instruct_q8_0,30,30,30,0,,1.966667
llama32_3b_instruct_iq1_m,0,0,0,0,,
llama32_3b_instruct_iq1_s,33,33,33,0,,1.969697
llama32_3b_instruct_iq2_m,28,28,28,0,,1.964286
llama32_3b_instruct_iq2_xxs,31,31,31,0,,1.967742
llama32_3b_instruct_iq3_xxs,26,26,26,0,,1.961538
llama32_3b_instruct_q2_k_xl,30,30,30,0,,1.966667
llama32_3b_instruct_q3_k_xl,31,31,31,0,,1.967742
llama32_3b_instruct_q4_k_xl,30,30,30,0,,1.966667
llama32_3b_instruct_q5_k_xl,31,31,31,0,,1.967742
llama32_3b_instruct_q6_k_xl,31,31,31,0,,1.967742
llama32_3b_instruct_q8_k_xl,30,30,30,0,,1.966667
llama32_1b_instruct_bf16,27,27,27,0,,1.962963
llama32_1b_instruct_f16,25,25,25,0,,1.96
llama32_1b_instruct_iq4_nl,26,26,26,0,,1.961538
llama32_1b_instruct_iq4_xs,25,25,25,0,,1.96
llama32_1b_instruct_q2_k,27,27,27,0,,1.962963
llama32_1b_instruct_q2_k_l,25,25,25,0,,1.96
llama32_1b_instruct_q3_k_m,24,24,24,0,,1.958333
llama32_1b_instruct_q3_k_s,27,27,27,0,,1.962963
llama32_1b_instruct_q4_0,25,25,25,0,,1.96
llama32_1b_instruct_q4_1,23,23,23,0,,1.956522
llama32_1b_instruct_q4_k_m,25,25,25,0,,1.96
llama32_1b_instruct_q4_k_s,25,25,25,0,,1.96
llama32_1b_instruct_q5_k_m,25,25,25,0,,1.96
llama32_1b_instruct_q5_k_s,23,23,23,0,,1.956522
llama32_1b_instruct_q6_k,27,27,27,0,,1.962963
llama32_1b_instruct_q8_0,24,24,24,0,,1.958333
llama32_1b_instruct_iq1_m,1,1,1,0,,2.0
llama32_1b_instruct_iq1_s,0,0,0,0,,
llama32_1b_instruct_iq2_m,24,24,24,0,,1.958333
llama32_1b_instruct_iq2_xxs,0,0,0,0,,
llama32_1b_instruct_iq3_xxs,25,25,25,0,,1.96
llama32_1b_instruct_q2_k_xl,27,27,27,0,,1.962963
llama32_1b_instruct_q3_k_xl,25,25,25,0,,1.96
llama32_1b_instruct_q4_k_xl,24,24,24,0,,1.958333
llama32_1b_instruct_q5_k_xl,27,27,27,0,,1.962963
llama32_1b_instruct_q6_k_xl,24,24,24,0,,1.958333
llama32_1b_instruct_q8_k_xl,25,25,25,0,,1.96
