model,base_model,cluster_family,n_outliers,n_loose_related_in_outliers,n_loose_related_in_universe,precision_outliers_vs_loose,recall_loose_in_universe_captured,loose_related_outliers,loose_related_in_universe_not_in_outliers
unsloth/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,31,31,66,1.0,0.469697,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
unsloth/Meta-Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,Meta-Llama-3.1,31,31,44,1.0,0.704545,aisingapore/Llama-SEA-LION-v3-8B | arcee-ai/Llama-3.1-SuperNova-Lite | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | llama31_8b_instruct_bf16 | llama31_8b_instruct_iq1_m | llama31_8b_instruct_iq1_s | llama31_8b_instruct_iq2_m | llama31_8b_instruct_iq2_xxs | llama31_8b_instruct_iq3_xxs | llama31_8b_instruct_iq4_nl | llama31_8b_instruct_iq4_xs | llama31_8b_instruct_q2_k | llama31_8b_instruct_q2_k_l | llama31_8b_instruct_q2_k_xl | llama31_8b_instruct_q3_k_m | llama31_8b_instruct_q3_k_s | llama31_8b_instruct_q3_k_xl | llama31_8b_instruct_q4_0 | llama31_8b_instruct_q4_1 | llama31_8b_instruct_q4_k_m | llama31_8b_instruct_q4_k_s | llama31_8b_instruct_q4_k_xl | llama31_8b_instruct_q5_k_m | llama31_8b_instruct_q5_k_s | llama31_8b_instruct_q5_k_xl | llama31_8b_instruct_q6_k | llama31_8b_instruct_q6_k_xl | llama31_8b_instruct_q8_k_xl | meta-llama/Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,NousResearch/Hermes-3-Llama-3.1-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | askfjhaskjgh/UbermenschetienASI | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-Guard-3-8B | microsoft/UserLM-8b | nvidia/Llama-3.1-8B-Instruct-FP8 | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B
unsloth/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,Qwen,40,37,68,0.925,0.544118,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Base | SakanaAI/TinySwallow-1.5B | Writer/palmyra-mini | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
unsloth/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B,Qwen,28,26,68,0.928571,0.382353,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/WEBGEN-4B-Preview | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Tesslate/UIGEN-X-4B-0729 | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
unsloth/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,38,35,68,0.921053,0.514706,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | Tesslate/WEBGEN-4B-Preview | arcee-ai/Meraj-Mini | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
unsloth/Qwen2.5-Math-1.5B,Qwen/Qwen2.5-Math-1.5B,Qwen,21,21,68,1.0,0.308824,PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-7B | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit
google/gemma-2-2b,,Gemma,13,5,10,0.384615,0.5,chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0 | google/gemma-2-2b-it | google/gemma-2-2b-jpn-it | google/gemma-2b-it | google/gemma-3-1b-it
Qwen/Qwen2.5-Coder-0.5B,Qwen/Qwen2.5-0.5B,Qwen,21,18,68,0.857143,0.264706,Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Instruct-2507 | dnotitia/Smoothie-Qwen3-1.7B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,Qwen/Qwen2.5-0.5B-Instruct,Qwen,20,19,68,0.95,0.279412,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Instruct-2507 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | dnotitia/Smoothie-Qwen3-1.7B | unsloth/Qwen2.5-0.5B-Instruct,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Writer/palmyra-mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,Qwen/Qwen2.5-1.5B,Qwen,40,37,68,0.925,0.544118,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-4B | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
