model,outlier,graph_distance
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/OmniBeagle-7B,13.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/BeagleSempra-7B,12.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/BeagSake-7B,13.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/WestBeagle-7B,13.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/NeuralBeagle14-7B,13.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,FelixChao/Sectumsempra-7B-DPO,11.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/Beagle14-7B,12.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,kevin009/llamaRAGdrama,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,fblgit/UNA-TheBeagle-7b-v1,11.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/Marcoro14-7B-slerp,11.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,argilla/distilabeled-Marcoro14-7B-slerp,12.0
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mistralai/Mistral-7B-v0.1,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,berkeley-nest/Starling-LM-7B-alpha,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Intel/neural-chat-7b-v3-3,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Intel/neural-chat-7b-v3-1,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Nexusflow/Starling-LM-7B-beta,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,SciPhi/SciPhi-Mistral-7B-32k,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,HuggingFaceH4/zephyr-7b-beta,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,BioMistral/BioMistral-7B-DARE,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,dicta-il/dictalm2.0,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mistralai/Mistral-7B-Instruct-v0.1,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,BioMistral/BioMistral-7B,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Biomimicry-AI/ANIMA-Nectar-v2,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,deepseek-ai/deepseek-coder-1.3b-base,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,PharMolix/BioMedGPT-LM-7B,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,lmsys/vicuna-7b-v1.1,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,FelixChao/vicuna-7B-chemical,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,lmsys/vicuna-7b-v1.5-16k,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,lmsys/vicuna-7b-v1.5,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,FelixChao/vicuna-7B-physics,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,AdaptLLM/medicine-LLM,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,TinyLlama/TinyLlama_v1.1,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,TinyLlama/TinyLlama_v1.1_math_code,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,EleutherAI/polyglot-ko-3.8b,
CultriX/NeuralTrix-7B-dpo,CultriX/NeuralTrix-bf16,1.0
CultriX/NeuralTrix-7B-dpo,bardsai/jaskier-7b-dpo-v5.6,11.0
CultriX/NeuralTrix-7B-dpo,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,11.0
CultriX/NeuralTrix-7B-dpo,CorticalStack/pastiche-crown-clown-7b-dare-dpo,12.0
CultriX/NeuralTrix-7B-dpo,CorticalStack/pastiche-crown-clown-7b-dare,11.0
CultriX/NeuralTrix-7B-dpo,flemmingmiguel/MBX-7B-v3,1.0
CultriX/NeuralTrix-7B-dpo,AiMavenAi/AiMaven-Prometheus,1.0
CultriX/NeuralTrix-7B-dpo,mlabonne/OmniBeagle-7B,1.0
CultriX/NeuralTrix-7B-dpo,shadowml/BeagleSempra-7B,2.0
CultriX/NeuralTrix-7B-dpo,shadowml/BeagSake-7B,2.0
CultriX/NeuralTrix-7B-dpo,mlabonne/NeuralBeagle14-7B,3.0
CultriX/NeuralTrix-7B-dpo,shadowml/WestBeagle-7B,2.0
CultriX/NeuralTrix-7B-dpo,mlabonne/Beagle14-7B,4.0
CultriX/NeuralTrix-7B-dpo,mlabonne/Marcoro14-7B-slerp,6.0
CultriX/NeuralTrix-7B-dpo,argilla/distilabeled-Marcoro14-7B-slerp,5.0
CultriX/NeuralTrix-7B-dpo,FelixChao/Sectumsempra-7B-DPO,3.0
CultriX/NeuralTrix-7B-dpo,fblgit/UNA-TheBeagle-7b-v1,5.0
CultriX/NeuralTrix-7B-dpo,kevin009/llamaRAGdrama,
CultriX/NeuralTrix-7B-dpo,berkeley-nest/Starling-LM-7B-alpha,
CultriX/NeuralTrix-7B-dpo,mistralai/Mistral-7B-v0.1,
CultriX/NeuralTrix-7B-dpo,Intel/neural-chat-7b-v3-3,
CultriX/NeuralTrix-7B-dpo,Nexusflow/Starling-LM-7B-beta,
CultriX/NeuralTrix-7B-dpo,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
CultriX/NeuralTrix-7B-dpo,HuggingFaceH4/zephyr-7b-beta,
CultriX/NeuralTrix-7B-dpo,SciPhi/SciPhi-Mistral-7B-32k,
CultriX/NeuralTrix-7B-dpo,Intel/neural-chat-7b-v3-1,
CultriX/NeuralTrix-7B-dpo,BioMistral/BioMistral-7B-DARE,
CultriX/NeuralTrix-7B-dpo,dicta-il/dictalm2.0,
CultriX/NeuralTrix-7B-dpo,mistralai/Mistral-7B-Instruct-v0.1,
CultriX/NeuralTrix-7B-dpo,BioMistral/BioMistral-7B,
CultriX/NeuralTrix-7B-dpo,Biomimicry-AI/ANIMA-Nectar-v2,
CultriX/NeuralTrix-7B-dpo,lmsys/vicuna-7b-v1.5,
CultriX/NeuralTrix-7B-dpo,FelixChao/vicuna-7B-physics,
CultriX/NeuralTrix-7B-dpo,lmsys/vicuna-7b-v1.1,
CultriX/NeuralTrix-7B-dpo,AdaptLLM/medicine-LLM,
CultriX/NeuralTrix-7B-dpo,PharMolix/BioMedGPT-LM-7B,
CultriX/NeuralTrix-7B-dpo,deepseek-ai/deepseek-coder-1.3b-base,
CultriX/NeuralTrix-7B-dpo,FelixChao/vicuna-7B-chemical,
CultriX/NeuralTrix-7B-dpo,TinyLlama/TinyLlama_v1.1,
CultriX/NeuralTrix-7B-dpo,lmsys/vicuna-7b-v1.5-16k,
CultriX/NeuralTrix-7B-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
CultriX/NeuralTrix-7B-dpo,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
CultriX/NeuralTrix-7B-dpo,TinyLlama/TinyLlama_v1.1_math_code,
CultriX/NeuralTrix-bf16,CultriX/NeuralTrix-7B-dpo,1.0
CultriX/NeuralTrix-bf16,bardsai/jaskier-7b-dpo-v5.6,12.0
CultriX/NeuralTrix-bf16,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,12.0
CultriX/NeuralTrix-bf16,CorticalStack/pastiche-crown-clown-7b-dare-dpo,13.0
CultriX/NeuralTrix-bf16,CorticalStack/pastiche-crown-clown-7b-dare,12.0
CultriX/NeuralTrix-bf16,AiMavenAi/AiMaven-Prometheus,2.0
CultriX/NeuralTrix-bf16,flemmingmiguel/MBX-7B-v3,2.0
CultriX/NeuralTrix-bf16,mlabonne/OmniBeagle-7B,2.0
CultriX/NeuralTrix-bf16,shadowml/BeagleSempra-7B,3.0
CultriX/NeuralTrix-bf16,shadowml/BeagSake-7B,3.0
CultriX/NeuralTrix-bf16,shadowml/WestBeagle-7B,3.0
CultriX/NeuralTrix-bf16,mlabonne/NeuralBeagle14-7B,4.0
CultriX/NeuralTrix-bf16,FelixChao/Sectumsempra-7B-DPO,4.0
CultriX/NeuralTrix-bf16,mlabonne/Beagle14-7B,5.0
CultriX/NeuralTrix-bf16,argilla/distilabeled-Marcoro14-7B-slerp,6.0
CultriX/NeuralTrix-bf16,fblgit/UNA-TheBeagle-7b-v1,6.0
CultriX/NeuralTrix-bf16,mlabonne/Marcoro14-7B-slerp,7.0
CultriX/NeuralTrix-bf16,kevin009/llamaRAGdrama,
CultriX/NeuralTrix-bf16,berkeley-nest/Starling-LM-7B-alpha,
CultriX/NeuralTrix-bf16,Nexusflow/Starling-LM-7B-beta,
CultriX/NeuralTrix-bf16,mistralai/Mistral-7B-v0.1,
CultriX/NeuralTrix-bf16,Intel/neural-chat-7b-v3-3,
CultriX/NeuralTrix-bf16,Intel/neural-chat-7b-v3-1,
CultriX/NeuralTrix-bf16,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
CultriX/NeuralTrix-bf16,SciPhi/SciPhi-Mistral-7B-32k,
CultriX/NeuralTrix-bf16,BioMistral/BioMistral-7B-DARE,
CultriX/NeuralTrix-bf16,HuggingFaceH4/zephyr-7b-beta,
CultriX/NeuralTrix-bf16,mistralai/Mistral-7B-Instruct-v0.1,
CultriX/NeuralTrix-bf16,dicta-il/dictalm2.0,
CultriX/NeuralTrix-bf16,BioMistral/BioMistral-7B,
CultriX/NeuralTrix-bf16,Biomimicry-AI/ANIMA-Nectar-v2,
CultriX/NeuralTrix-bf16,deepseek-ai/deepseek-coder-1.3b-base,
CultriX/NeuralTrix-bf16,lmsys/vicuna-7b-v1.1,
CultriX/NeuralTrix-bf16,PharMolix/BioMedGPT-LM-7B,
CultriX/NeuralTrix-bf16,lmsys/vicuna-7b-v1.5-16k,
CultriX/NeuralTrix-bf16,FelixChao/vicuna-7B-physics,
CultriX/NeuralTrix-bf16,AdaptLLM/medicine-LLM,
CultriX/NeuralTrix-bf16,lmsys/vicuna-7b-v1.5,
CultriX/NeuralTrix-bf16,FelixChao/vicuna-7B-chemical,
CultriX/NeuralTrix-bf16,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
CultriX/NeuralTrix-bf16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
CultriX/NeuralTrix-bf16,TinyLlama/TinyLlama_v1.1,
CultriX/NeuralTrix-bf16,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
CultriX/NeuralTrix-bf16,TinyLlama/TinyLlama_v1.1_math_code,
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Tesslate/WEBGEN-4B-Preview,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-4B-Instruct-2507,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,beyoru/Luna,
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-4B-Thinking-2507,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-4B-Thinking-2507-FP8,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,janhq/Jan-v1-4B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,huihui-ai/Huihui-Jan-v1-4B-abliterated,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Tesslate/UIGEN-X-4B-0729,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-4B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-3B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,PowerInfer/SmallThinker-3B-Preview,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,fluently/FluentlyQwen3-1.7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Gensyn/Qwen2.5-1.5B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-1.5B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-1.5B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-1.7B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-1.5B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-1.5B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,janhq/Jan-v1-edge,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-3B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-0.6B-Base,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-7B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-0.6B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,DeepHat/DeepHat-V1-7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-7B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,dnotitia/Smoothie-Qwen3-1.7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-7B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-1.5B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2-7B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-0.5B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-1.5B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,allura-org/Koto-Small-7B-PT,
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-7B-Instruct-1M,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen3-1.7B-Base,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,arcee-ai/Meraj-Mini,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Jurema-br/Jurema-7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,nvidia/OpenCodeReasoning-Nemotron-7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2-7B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-0.5B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-0.5B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-0.5B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Coder-0.5B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Gensyn/Qwen2.5-7B-Instruct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-7B-Instruct,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,XiaomiMiMo/MiMo-7B-Base,
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2-0.5B,10.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,continuedev/instinct,12.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,nvidia/OpenReasoning-Nemotron-1.5B,11.0
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Aurore-Reveil/Koto-Small-7B-IT,
DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,Qwen/Qwen2.5-Math-7B,11.0
DeepHat/DeepHat-V1-7B,Qwen/Qwen2.5-Coder-7B,1.0
DeepHat/DeepHat-V1-7B,Qwen/Qwen2.5-Coder-7B-Instruct,2.0
DeepHat/DeepHat-V1-7B,continuedev/instinct,2.0
DeepHat/DeepHat-V1-7B,dnotitia/Smoothie-Qwen3-1.7B,14.0
EleutherAI/gpt-neo-1.3B,KoboldAI/GPT-Neo-2.7B-Horni-LN,
EleutherAI/gpt-neo-1.3B,PygmalionAI/pygmalion-2.7b,
EleutherAI/gpt-neo-1.3B,TheOneWhoWill/Bootstrap-LLM,
EleutherAI/gpt-neo-1.3B,bigcode/starcoder2-3b,
EleutherAI/gpt-neo-1.3B,HuggingFaceTB/SmolLM-135M,
EleutherAI/gpt-neo-1.3B,NinedayWang/PolyCoder-2.7B,
EleutherAI/gpt-neo-1.3B,HuggingFaceTB/SmolLM2-135M,
EleutherAI/gpt-neo-1.3B,EleutherAI/pythia-1b,
EleutherAI/gpt-neo-1.3B,allenai/OLMoE-1B-7B-0924,
EleutherAI/gpt-neo-1.3B,EleutherAI/pythia-2.8b,
EleutherAI/gpt-neo-1.3B,EleutherAI/pythia-1.4b,
EleutherAI/gpt-neo-1.3B,EleutherAI/pythia-6.9b,
EleutherAI/gpt-neo-1.3B,01-ai/Yi-6B-Chat,
EleutherAI/gpt-neo-1.3B,berkeley-nest/Starling-LM-7B-alpha,
EleutherAI/gpt-neo-1.3B,argilla/distilabeled-Marcoro14-7B-slerp,
EleutherAI/gpt-neo-1.3B,Biomimicry-AI/ANIMA-Nectar-v2,
EleutherAI/gpt-neo-1.3B,FelixChao/Sectumsempra-7B-DPO,
EleutherAI/gpt-neo-1.3B,mlabonne/Marcoro14-7B-slerp,
EleutherAI/gpt-neo-1.3B,Nexusflow/Starling-LM-7B-beta,
EleutherAI/gpt-neo-1.3B,mlabonne/Beagle14-7B,
EleutherAI/gpt-neo-1.3B,mlabonne/OmniBeagle-7B,
EleutherAI/gpt-neo-1.3B,fblgit/UNA-TheBeagle-7b-v1,
EleutherAI/gpt-neo-1.3B,SciPhi/SciPhi-Mistral-7B-32k,
EleutherAI/gpt-neo-1.3B,mlabonne/NeuralBeagle14-7B,
EleutherAI/gpt-neo-1.3B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
EleutherAI/gpt-neo-1.3B,mistralai/Mistral-7B-v0.1,
EleutherAI/gpt-neo-1.3B,shadowml/BeagSake-7B,
EleutherAI/gpt-neo-1.3B,shadowml/WestBeagle-7B,
EleutherAI/gpt-neo-1.3B,shadowml/BeagleSempra-7B,
EleutherAI/gpt-neo-1.3B,CultriX/NeuralTrix-bf16,
EleutherAI/gpt-neo-1.3B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
EleutherAI/gpt-neo-1.3B,01-ai/Yi-6B-200K,
EleutherAI/gpt-neo-1.3B,AiMavenAi/AiMaven-Prometheus,
EleutherAI/gpt-neo-1.3B,CultriX/NeuralTrix-7B-dpo,
EleutherAI/gpt-neo-1.3B,bardsai/jaskier-7b-dpo-v5.6,
EleutherAI/gpt-neo-1.3B,flemmingmiguel/MBX-7B-v3,
EleutherAI/gpt-neo-1.3B,CorticalStack/pastiche-crown-clown-7b-dare,
EleutherAI/polyglot-ko-3.8b,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
EleutherAI/polyglot-ko-3.8b,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
EleutherAI/polyglot-ko-3.8b,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
EleutherAI/polyglot-ko-3.8b,TinyLlama/TinyLlama_v1.1_math_code,
EleutherAI/polyglot-ko-3.8b,deepseek-ai/deepseek-coder-1.3b-base,
EleutherAI/polyglot-ko-3.8b,FelixChao/vicuna-7B-physics,
EleutherAI/polyglot-ko-3.8b,FelixChao/vicuna-7B-chemical,
EleutherAI/polyglot-ko-3.8b,lmsys/vicuna-7b-v1.1,
EleutherAI/polyglot-ko-3.8b,Biomimicry-AI/ANIMA-Nectar-v2,
EleutherAI/polyglot-ko-3.8b,SciPhi/SciPhi-Mistral-7B-32k,
EleutherAI/polyglot-ko-3.8b,AdaptLLM/medicine-LLM,
EleutherAI/polyglot-ko-3.8b,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
EleutherAI/polyglot-ko-3.8b,dicta-il/dictalm2.0,
EleutherAI/polyglot-ko-3.8b,TinyLlama/TinyLlama_v1.1,
EleutherAI/polyglot-ko-3.8b,PharMolix/BioMedGPT-LM-7B,
EleutherAI/polyglot-ko-3.8b,HuggingFaceH4/zephyr-7b-beta,
EleutherAI/polyglot-ko-3.8b,mistralai/Mistral-7B-v0.1,
EleutherAI/polyglot-ko-3.8b,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
EleutherAI/polyglot-ko-3.8b,CorticalStack/pastiche-crown-clown-7b-dare,
EleutherAI/polyglot-ko-3.8b,argilla/distilabeled-Marcoro14-7B-slerp,
EleutherAI/polyglot-ko-3.8b,mlabonne/Marcoro14-7B-slerp,
EleutherAI/polyglot-ko-3.8b,lmsys/vicuna-7b-v1.5-16k,
EleutherAI/polyglot-ko-3.8b,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
EleutherAI/polyglot-ko-3.8b,lmsys/vicuna-7b-v1.5,
EleutherAI/polyglot-ko-3.8b,mlabonne/OmniBeagle-7B,
EleutherAI/polyglot-ko-3.8b,shadowml/BeagSake-7B,
EleutherAI/polyglot-ko-3.8b,CultriX/NeuralTrix-bf16,
EleutherAI/polyglot-ko-3.8b,shadowml/WestBeagle-7B,
EleutherAI/polyglot-ko-3.8b,mlabonne/Beagle14-7B,
EleutherAI/polyglot-ko-3.8b,shadowml/BeagleSempra-7B,
EleutherAI/pythia-1.4b,EleutherAI/pythia-2.8b,10.0
EleutherAI/pythia-1.4b,EleutherAI/pythia-1b,10.0
EleutherAI/pythia-1.4b,EleutherAI/pythia-6.9b,10.0
EleutherAI/pythia-1.4b,allenai/OLMoE-1B-7B-0924,
EleutherAI/pythia-1.4b,NinedayWang/PolyCoder-2.7B,
EleutherAI/pythia-1.4b,bigcode/starcoder2-3b,
EleutherAI/pythia-1.4b,KoboldAI/GPT-Neo-2.7B-Horni-LN,
EleutherAI/pythia-1.4b,EleutherAI/gpt-neo-1.3B,
EleutherAI/pythia-1.4b,PygmalionAI/pygmalion-2.7b,
EleutherAI/pythia-1.4b,HuggingFaceTB/SmolLM2-135M,
EleutherAI/pythia-1.4b,HuggingFaceTB/SmolLM-135M,
EleutherAI/pythia-1.4b,ChrisMcCormick/deepseek-tiny-v0.1,
EleutherAI/pythia-1.4b,flemmingmiguel/MBX-7B-v3,
EleutherAI/pythia-1.4b,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
EleutherAI/pythia-1.4b,mlabonne/OmniBeagle-7B,
EleutherAI/pythia-1.4b,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
EleutherAI/pythia-1.4b,mlabonne/NeuralBeagle14-7B,
EleutherAI/pythia-1.4b,shadowml/WestBeagle-7B,
EleutherAI/pythia-1.4b,shadowml/BeagleSempra-7B,
EleutherAI/pythia-1.4b,AiMavenAi/AiMaven-Prometheus,
EleutherAI/pythia-1.4b,CorticalStack/pastiche-crown-clown-7b-dare,
EleutherAI/pythia-1.4b,mlabonne/Beagle14-7B,
EleutherAI/pythia-1.4b,shadowml/BeagSake-7B,
EleutherAI/pythia-1.4b,bardsai/jaskier-7b-dpo-v5.6,
EleutherAI/pythia-1.4b,argilla/distilabeled-Marcoro14-7B-slerp,
EleutherAI/pythia-1.4b,berkeley-nest/Starling-LM-7B-alpha,
EleutherAI/pythia-1.4b,mlabonne/Marcoro14-7B-slerp,
EleutherAI/pythia-1.4b,CultriX/NeuralTrix-7B-dpo,
EleutherAI/pythia-1.4b,mistralai/Mistral-7B-v0.1,
EleutherAI/pythia-1.4b,TheOneWhoWill/Bootstrap-LLM,
EleutherAI/pythia-1.4b,kevin009/llamaRAGdrama,
EleutherAI/pythia-1.4b,CultriX/NeuralTrix-bf16,
EleutherAI/pythia-1.4b,fblgit/UNA-TheBeagle-7b-v1,
EleutherAI/pythia-1.4b,Intel/neural-chat-7b-v3-1,
EleutherAI/pythia-1.4b,FelixChao/Sectumsempra-7B-DPO,
EleutherAI/pythia-1.4b,Intel/neural-chat-7b-v3-3,
EleutherAI/pythia-1.4b,dicta-il/dictalm2.0,
EleutherAI/pythia-1.4b,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
EleutherAI/pythia-1.4b,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
EleutherAI/pythia-1.4b,SciPhi/SciPhi-Mistral-7B-32k,
EleutherAI/pythia-1.4b,HuggingFaceH4/zephyr-7b-beta,
EleutherAI/pythia-1.4b,Nexusflow/Starling-LM-7B-beta,
EleutherAI/pythia-1b,EleutherAI/pythia-2.8b,10.0
EleutherAI/pythia-1b,EleutherAI/pythia-1.4b,10.0
EleutherAI/pythia-1b,EleutherAI/pythia-6.9b,10.0
EleutherAI/pythia-1b,allenai/OLMoE-1B-7B-0924,
EleutherAI/pythia-1b,NinedayWang/PolyCoder-2.7B,
EleutherAI/pythia-1b,bigcode/starcoder2-3b,
EleutherAI/pythia-1b,TheOneWhoWill/Bootstrap-LLM,
EleutherAI/pythia-1b,PygmalionAI/pygmalion-2.7b,
EleutherAI/pythia-1b,EleutherAI/gpt-neo-1.3B,
EleutherAI/pythia-1b,HuggingFaceTB/SmolLM-135M,
EleutherAI/pythia-1b,HuggingFaceTB/SmolLM2-135M,
EleutherAI/pythia-1b,KoboldAI/GPT-Neo-2.7B-Horni-LN,
