model1,model2,graph_distance
01-ai/Yi-6B-Chat,Jurema-br/Jurema-7B,
01-ai/Yi-6B-Chat,KoboldAI/GPT-Neo-2.7B-Horni-LN,
01-ai/Yi-6B-Chat,LGAI-EXAONE/EXAONE-4.0-1.2B,
01-ai/Yi-6B-Chat,LiquidAI/LFM2-1.2B,
01-ai/Yi-6B-Chat,LiquidAI/LFM2-350M,
01-ai/Yi-6B-Chat,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
01-ai/Yi-6B-Chat,Nexusflow/Starling-LM-7B-beta,
01-ai/Yi-6B-Chat,NinedayWang/PolyCoder-2.7B,
01-ai/Yi-6B-Chat,NousResearch/Hermes-3-Llama-3.1-8B,
01-ai/Yi-6B-Chat,PharMolix/BioMedGPT-LM-7B,
01-ai/Yi-6B-Chat,PowerInfer/SmallThinker-3B-Preview,
01-ai/Yi-6B-Chat,PygmalionAI/pygmalion-2.7b,
01-ai/Yi-6B-Chat,Qwen/Qwen1.5-0.5B-Chat,
01-ai/Yi-6B-Chat,Qwen/Qwen1.5-4B-Chat,
01-ai/Yi-6B-Chat,Qwen/Qwen2-0.5B,
01-ai/Yi-6B-Chat,Qwen/Qwen2-0.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2-7B,
01-ai/Yi-6B-Chat,Qwen/Qwen2-7B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-0.5B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-0.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-1.5B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-1.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-3B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-3B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-7B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-7B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-7B-Instruct-1M,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Coder-0.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Coder-1.5B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Coder-1.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Coder-7B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Coder-7B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Math-1.5B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Math-1.5B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Math-7B,
01-ai/Yi-6B-Chat,Qwen/Qwen2.5-Math-7B-Instruct,
01-ai/Yi-6B-Chat,Qwen/Qwen3-0.6B,
01-ai/Yi-6B-Chat,Qwen/Qwen3-0.6B-Base,
01-ai/Yi-6B-Chat,Qwen/Qwen3-1.7B,
01-ai/Yi-6B-Chat,Qwen/Qwen3-1.7B-Base,
01-ai/Yi-6B-Chat,Qwen/Qwen3-4B,
01-ai/Yi-6B-Chat,Qwen/Qwen3-4B-Base,
01-ai/Yi-6B-Chat,Qwen/Qwen3-4B-Instruct-2507,
01-ai/Yi-6B-Chat,Qwen/Qwen3-4B-Thinking-2507,
01-ai/Yi-6B-Chat,Qwen/Qwen3-4B-Thinking-2507-FP8,
01-ai/Yi-6B-Chat,S4nfs/Neeto-1.0-8b,
01-ai/Yi-6B-Chat,SakanaAI/TinySwallow-1.5B,
01-ai/Yi-6B-Chat,SciPhi/SciPhi-Mistral-7B-32k,
01-ai/Yi-6B-Chat,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
01-ai/Yi-6B-Chat,Tesslate/UIGEN-X-4B-0729,
01-ai/Yi-6B-Chat,Tesslate/WEBGEN-4B-Preview,
01-ai/Yi-6B-Chat,TheOneWhoWill/Bootstrap-LLM,
01-ai/Yi-6B-Chat,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
01-ai/Yi-6B-Chat,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
01-ai/Yi-6B-Chat,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
01-ai/Yi-6B-Chat,TinyLlama/TinyLlama_v1.1,
01-ai/Yi-6B-Chat,TinyLlama/TinyLlama_v1.1_math_code,
01-ai/Yi-6B-Chat,Writer/palmyra-mini,
01-ai/Yi-6B-Chat,XiaomiMiMo/MiMo-7B-Base,
01-ai/Yi-6B-Chat,abocide/Qwen2.5-7B-Instruct-R1-forfinance,
01-ai/Yi-6B-Chat,acon96/Home-Llama-3.2-3B,
01-ai/Yi-6B-Chat,adamo1139/Apertus-8B-Instruct-2509-ungated,
01-ai/Yi-6B-Chat,aisingapore/Llama-SEA-LION-v3-8B,
01-ai/Yi-6B-Chat,allenai/Llama-3.1-Tulu-3-8B-SFT,
01-ai/Yi-6B-Chat,allenai/OLMoE-1B-7B-0924,
01-ai/Yi-6B-Chat,allenai/llama-3.1-tulu-2-8b,
01-ai/Yi-6B-Chat,allura-org/Koto-Small-7B-PT,
01-ai/Yi-6B-Chat,arcee-ai/Llama-3.1-SuperNova-Lite,
01-ai/Yi-6B-Chat,arcee-ai/Meraj-Mini,
01-ai/Yi-6B-Chat,argilla/distilabeled-Marcoro14-7B-slerp,
01-ai/Yi-6B-Chat,askfjhaskjgh/UbermenschetienASI,
01-ai/Yi-6B-Chat,augmxnt/shisa-base-7b-v1,
01-ai/Yi-6B-Chat,bardsai/jaskier-7b-dpo-v5.6,
01-ai/Yi-6B-Chat,berkeley-nest/Starling-LM-7B-alpha,
01-ai/Yi-6B-Chat,beruniy/Llama-3.2-3B-Instruct-Uz,
01-ai/Yi-6B-Chat,beyoru/Luna,
01-ai/Yi-6B-Chat,bigcode/starcoder2-3b,
01-ai/Yi-6B-Chat,bigscience/bloom-560m,
01-ai/Yi-6B-Chat,bigscience/bloomz-1b1,
01-ai/Yi-6B-Chat,bigscience/bloomz-1b7,
01-ai/Yi-6B-Chat,bigscience/bloomz-560m,
01-ai/Yi-6B-Chat,bxod/Llama-3.2-1B-Instruct-uz,
01-ai/Yi-6B-Chat,chatitcloud/UZI1,
01-ai/Yi-6B-Chat,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
01-ai/Yi-6B-Chat,continuedev/instinct,
01-ai/Yi-6B-Chat,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
01-ai/Yi-6B-Chat,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
01-ai/Yi-6B-Chat,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
01-ai/Yi-6B-Chat,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
01-ai/Yi-6B-Chat,deepseek-ai/deepseek-coder-1.3b-base,
01-ai/Yi-6B-Chat,dicta-il/dictalm2.0,
01-ai/Yi-6B-Chat,dnotitia/Smoothie-Qwen3-1.7B,
01-ai/Yi-6B-Chat,dphn/Dolphin3.0-Llama3.1-8B,
01-ai/Yi-6B-Chat,elyza/Llama-3-ELYZA-JP-8B,
01-ai/Yi-6B-Chat,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
01-ai/Yi-6B-Chat,fblgit/UNA-TheBeagle-7b-v1,
01-ai/Yi-6B-Chat,flemmingmiguel/MBX-7B-v3,
01-ai/Yi-6B-Chat,fluently/FluentlyQwen3-1.7B,
01-ai/Yi-6B-Chat,google/gemma-2-2b-it,
01-ai/Yi-6B-Chat,google/gemma-2-2b-jpn-it,
01-ai/Yi-6B-Chat,google/gemma-2b-it,
01-ai/Yi-6B-Chat,google/gemma-3-1b-it,
01-ai/Yi-6B-Chat,google/gemma-3-1b-pt,
01-ai/Yi-6B-Chat,google/gemma-3-270m,
01-ai/Yi-6B-Chat,google/gemma-3-4b-it,
01-ai/Yi-6B-Chat,google/gemma-3-4b-pt,
01-ai/Yi-6B-Chat,gradientai/Llama-3-8B-Instruct-262k,
01-ai/Yi-6B-Chat,huihui-ai/Huihui-Jan-v1-4B-abliterated,
01-ai/Yi-6B-Chat,inference-net/Schematron-3B,
01-ai/Yi-6B-Chat,janhq/Jan-v1-4B,
01-ai/Yi-6B-Chat,janhq/Jan-v1-edge,
01-ai/Yi-6B-Chat,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
01-ai/Yi-6B-Chat,kevin009/llamaRAGdrama,
01-ai/Yi-6B-Chat,lmsys/vicuna-7b-v1.1,
01-ai/Yi-6B-Chat,lmsys/vicuna-7b-v1.5,
01-ai/Yi-6B-Chat,lmsys/vicuna-7b-v1.5-16k,
01-ai/Yi-6B-Chat,meta-llama/Llama-3.1-8B-Instruct,
01-ai/Yi-6B-Chat,meta-llama/Llama-3.2-1B-Instruct,
01-ai/Yi-6B-Chat,meta-llama/Llama-3.2-3B-Instruct,
01-ai/Yi-6B-Chat,meta-llama/Llama-Guard-3-8B,
01-ai/Yi-6B-Chat,meta-llama/Llama-3.1-8B,
01-ai/Yi-6B-Chat,microsoft/UserLM-8b,
01-ai/Yi-6B-Chat,mistralai/Mistral-7B-Instruct-v0.1,
01-ai/Yi-6B-Chat,mistralai/Mistral-7B-v0.1,
01-ai/Yi-6B-Chat,mlabonne/Beagle14-7B,
01-ai/Yi-6B-Chat,mlabonne/Marcoro14-7B-slerp,
01-ai/Yi-6B-Chat,mlabonne/NeuralBeagle14-7B,
01-ai/Yi-6B-Chat,mlabonne/OmniBeagle-7B,
01-ai/Yi-6B-Chat,nvidia/Llama-3.1-8B-Instruct-FP8,
01-ai/Yi-6B-Chat,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
01-ai/Yi-6B-Chat,nvidia/OpenCodeReasoning-Nemotron-7B,
01-ai/Yi-6B-Chat,nvidia/OpenMath-Nemotron-1.5B,
01-ai/Yi-6B-Chat,nvidia/OpenMath2-Llama3.1-8B,
01-ai/Yi-6B-Chat,nvidia/OpenReasoning-Nemotron-1.5B,
01-ai/Yi-6B-Chat,shadowml/BeagSake-7B,
01-ai/Yi-6B-Chat,shadowml/BeagleSempra-7B,
01-ai/Yi-6B-Chat,shadowml/WestBeagle-7B,
01-ai/Yi-6B-Chat,swiss-ai/Apertus-8B-2509,
01-ai/Yi-6B-Chat,unsloth/Llama-3.1-8B,
01-ai/Yi-6B-Chat,unsloth/Llama-3.2-1B-Instruct,
01-ai/Yi-6B-Chat,unsloth/Llama-3.2-3B-Instruct,
01-ai/Yi-6B-Chat,unsloth/Meta-Llama-3.1-8B-Instruct,
01-ai/Yi-6B-Chat,unsloth/Qwen2.5-0.5B-Instruct,
01-ai/Yi-6B-Chat,unsloth/Qwen2.5-1.5B,
01-ai/Yi-6B-Chat,unsloth/Qwen2.5-1.5B-Instruct,
01-ai/Yi-6B-Chat,unsloth/Qwen2.5-Math-1.5B,
AdaptLLM/medicine-LLM,AiMavenAi/AiMaven-Prometheus,
AdaptLLM/medicine-LLM,Aurore-Reveil/Koto-Small-7B-IT,
AdaptLLM/medicine-LLM,BioMistral/BioMistral-7B,
AdaptLLM/medicine-LLM,BioMistral/BioMistral-7B-DARE,
AdaptLLM/medicine-LLM,Biomimicry-AI/ANIMA-Nectar-v2,
AdaptLLM/medicine-LLM,ByteDance-Seed/Seed-Coder-8B-Base,
AdaptLLM/medicine-LLM,ByteDance-Seed/Seed-Coder-8B-Instruct,
AdaptLLM/medicine-LLM,ChrisMcCormick/deepseek-tiny-v0.1,
AdaptLLM/medicine-LLM,CorticalStack/pastiche-crown-clown-7b-dare,
AdaptLLM/medicine-LLM,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
AdaptLLM/medicine-LLM,CultriX/NeuralTrix-7B-dpo,
AdaptLLM/medicine-LLM,CultriX/NeuralTrix-bf16,
AdaptLLM/medicine-LLM,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,
AdaptLLM/medicine-LLM,DeepHat/DeepHat-V1-7B,
AdaptLLM/medicine-LLM,EleutherAI/gpt-neo-1.3B,
AdaptLLM/medicine-LLM,EleutherAI/polyglot-ko-3.8b,
AdaptLLM/medicine-LLM,EleutherAI/pythia-1.4b,
AdaptLLM/medicine-LLM,EleutherAI/pythia-1b,
AdaptLLM/medicine-LLM,EleutherAI/pythia-2.8b,
AdaptLLM/medicine-LLM,EleutherAI/pythia-6.9b,
AdaptLLM/medicine-LLM,FelixChao/Sectumsempra-7B-DPO,
AdaptLLM/medicine-LLM,FelixChao/vicuna-7B-chemical,
AdaptLLM/medicine-LLM,FelixChao/vicuna-7B-physics,
AdaptLLM/medicine-LLM,Gensyn/Qwen2.5-1.5B-Instruct,
AdaptLLM/medicine-LLM,Gensyn/Qwen2.5-7B-Instruct,
AdaptLLM/medicine-LLM,HuggingFaceH4/zephyr-7b-beta,
AdaptLLM/medicine-LLM,HuggingFaceTB/SmolLM-135M,
AdaptLLM/medicine-LLM,HuggingFaceTB/SmolLM2-135M,
AdaptLLM/medicine-LLM,HuggingFaceTB/SmolLM3-3B,
AdaptLLM/medicine-LLM,HuggingFaceTB/SmolLM3-3B-Base,
AdaptLLM/medicine-LLM,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,
AdaptLLM/medicine-LLM,Intel/neural-chat-7b-v3-1,
AdaptLLM/medicine-LLM,Intel/neural-chat-7b-v3-3,
AdaptLLM/medicine-LLM,Jurema-br/Jurema-7B,
AdaptLLM/medicine-LLM,KoboldAI/GPT-Neo-2.7B-Horni-LN,
AdaptLLM/medicine-LLM,LGAI-EXAONE/EXAONE-4.0-1.2B,
AdaptLLM/medicine-LLM,LiquidAI/LFM2-1.2B,
AdaptLLM/medicine-LLM,LiquidAI/LFM2-350M,
AdaptLLM/medicine-LLM,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
AdaptLLM/medicine-LLM,Nexusflow/Starling-LM-7B-beta,
AdaptLLM/medicine-LLM,NinedayWang/PolyCoder-2.7B,
AdaptLLM/medicine-LLM,NousResearch/Hermes-3-Llama-3.1-8B,
AdaptLLM/medicine-LLM,PharMolix/BioMedGPT-LM-7B,
AdaptLLM/medicine-LLM,PowerInfer/SmallThinker-3B-Preview,
AdaptLLM/medicine-LLM,PygmalionAI/pygmalion-2.7b,
AdaptLLM/medicine-LLM,Qwen/Qwen1.5-0.5B-Chat,
AdaptLLM/medicine-LLM,Qwen/Qwen1.5-4B-Chat,
AdaptLLM/medicine-LLM,Qwen/Qwen2-0.5B,
AdaptLLM/medicine-LLM,Qwen/Qwen2-0.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2-7B,
AdaptLLM/medicine-LLM,Qwen/Qwen2-7B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-0.5B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-0.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-1.5B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-1.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-3B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-3B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-7B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-7B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-7B-Instruct-1M,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Coder-0.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Coder-1.5B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Coder-1.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Coder-7B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Coder-7B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Math-1.5B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Math-1.5B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Math-7B,
AdaptLLM/medicine-LLM,Qwen/Qwen2.5-Math-7B-Instruct,
AdaptLLM/medicine-LLM,Qwen/Qwen3-0.6B,
AdaptLLM/medicine-LLM,Qwen/Qwen3-0.6B-Base,
AdaptLLM/medicine-LLM,Qwen/Qwen3-1.7B,
AdaptLLM/medicine-LLM,Qwen/Qwen3-1.7B-Base,
AdaptLLM/medicine-LLM,Qwen/Qwen3-4B,
AdaptLLM/medicine-LLM,Qwen/Qwen3-4B-Base,
AdaptLLM/medicine-LLM,Qwen/Qwen3-4B-Instruct-2507,
AdaptLLM/medicine-LLM,Qwen/Qwen3-4B-Thinking-2507,
AdaptLLM/medicine-LLM,Qwen/Qwen3-4B-Thinking-2507-FP8,
AdaptLLM/medicine-LLM,S4nfs/Neeto-1.0-8b,
AdaptLLM/medicine-LLM,SakanaAI/TinySwallow-1.5B,
AdaptLLM/medicine-LLM,SciPhi/SciPhi-Mistral-7B-32k,
AdaptLLM/medicine-LLM,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
AdaptLLM/medicine-LLM,Tesslate/UIGEN-X-4B-0729,
AdaptLLM/medicine-LLM,Tesslate/WEBGEN-4B-Preview,
AdaptLLM/medicine-LLM,TheOneWhoWill/Bootstrap-LLM,
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama_v1.1,
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama_v1.1_math_code,
AdaptLLM/medicine-LLM,Writer/palmyra-mini,
AdaptLLM/medicine-LLM,XiaomiMiMo/MiMo-7B-Base,
AdaptLLM/medicine-LLM,abocide/Qwen2.5-7B-Instruct-R1-forfinance,
AdaptLLM/medicine-LLM,acon96/Home-Llama-3.2-3B,
AdaptLLM/medicine-LLM,adamo1139/Apertus-8B-Instruct-2509-ungated,
AdaptLLM/medicine-LLM,aisingapore/Llama-SEA-LION-v3-8B,
AdaptLLM/medicine-LLM,allenai/Llama-3.1-Tulu-3-8B-SFT,
AdaptLLM/medicine-LLM,allenai/OLMoE-1B-7B-0924,
AdaptLLM/medicine-LLM,allenai/llama-3.1-tulu-2-8b,
AdaptLLM/medicine-LLM,allura-org/Koto-Small-7B-PT,
AdaptLLM/medicine-LLM,arcee-ai/Llama-3.1-SuperNova-Lite,
AdaptLLM/medicine-LLM,arcee-ai/Meraj-Mini,
AdaptLLM/medicine-LLM,argilla/distilabeled-Marcoro14-7B-slerp,
AdaptLLM/medicine-LLM,askfjhaskjgh/UbermenschetienASI,
AdaptLLM/medicine-LLM,augmxnt/shisa-base-7b-v1,
AdaptLLM/medicine-LLM,bardsai/jaskier-7b-dpo-v5.6,
AdaptLLM/medicine-LLM,berkeley-nest/Starling-LM-7B-alpha,
AdaptLLM/medicine-LLM,beruniy/Llama-3.2-3B-Instruct-Uz,
AdaptLLM/medicine-LLM,beyoru/Luna,
AdaptLLM/medicine-LLM,bigcode/starcoder2-3b,
AdaptLLM/medicine-LLM,bigscience/bloom-560m,
AdaptLLM/medicine-LLM,bigscience/bloomz-1b1,
AdaptLLM/medicine-LLM,bigscience/bloomz-1b7,
AdaptLLM/medicine-LLM,bigscience/bloomz-560m,
AdaptLLM/medicine-LLM,bxod/Llama-3.2-1B-Instruct-uz,
AdaptLLM/medicine-LLM,chatitcloud/UZI1,
AdaptLLM/medicine-LLM,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
AdaptLLM/medicine-LLM,continuedev/instinct,
AdaptLLM/medicine-LLM,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
AdaptLLM/medicine-LLM,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
AdaptLLM/medicine-LLM,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
AdaptLLM/medicine-LLM,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
AdaptLLM/medicine-LLM,deepseek-ai/deepseek-coder-1.3b-base,
AdaptLLM/medicine-LLM,dicta-il/dictalm2.0,
AdaptLLM/medicine-LLM,dnotitia/Smoothie-Qwen3-1.7B,
AdaptLLM/medicine-LLM,dphn/Dolphin3.0-Llama3.1-8B,
AdaptLLM/medicine-LLM,elyza/Llama-3-ELYZA-JP-8B,
AdaptLLM/medicine-LLM,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
AdaptLLM/medicine-LLM,fblgit/UNA-TheBeagle-7b-v1,
AdaptLLM/medicine-LLM,flemmingmiguel/MBX-7B-v3,
AdaptLLM/medicine-LLM,fluently/FluentlyQwen3-1.7B,
AdaptLLM/medicine-LLM,google/gemma-2-2b-it,
AdaptLLM/medicine-LLM,google/gemma-2-2b-jpn-it,
AdaptLLM/medicine-LLM,google/gemma-2b-it,
AdaptLLM/medicine-LLM,google/gemma-3-1b-it,
AdaptLLM/medicine-LLM,google/gemma-3-1b-pt,
AdaptLLM/medicine-LLM,google/gemma-3-270m,
AdaptLLM/medicine-LLM,google/gemma-3-4b-it,
AdaptLLM/medicine-LLM,google/gemma-3-4b-pt,
AdaptLLM/medicine-LLM,gradientai/Llama-3-8B-Instruct-262k,
AdaptLLM/medicine-LLM,huihui-ai/Huihui-Jan-v1-4B-abliterated,
AdaptLLM/medicine-LLM,inference-net/Schematron-3B,
AdaptLLM/medicine-LLM,janhq/Jan-v1-4B,
AdaptLLM/medicine-LLM,janhq/Jan-v1-edge,
AdaptLLM/medicine-LLM,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
AdaptLLM/medicine-LLM,kevin009/llamaRAGdrama,
AdaptLLM/medicine-LLM,lmsys/vicuna-7b-v1.1,
AdaptLLM/medicine-LLM,lmsys/vicuna-7b-v1.5,
AdaptLLM/medicine-LLM,lmsys/vicuna-7b-v1.5-16k,
AdaptLLM/medicine-LLM,meta-llama/Llama-3.1-8B-Instruct,
AdaptLLM/medicine-LLM,meta-llama/Llama-3.2-1B-Instruct,
AdaptLLM/medicine-LLM,meta-llama/Llama-3.2-3B-Instruct,
AdaptLLM/medicine-LLM,meta-llama/Llama-Guard-3-8B,
AdaptLLM/medicine-LLM,meta-llama/Llama-3.1-8B,
AdaptLLM/medicine-LLM,microsoft/UserLM-8b,
AdaptLLM/medicine-LLM,mistralai/Mistral-7B-Instruct-v0.1,
AdaptLLM/medicine-LLM,mistralai/Mistral-7B-v0.1,
AdaptLLM/medicine-LLM,mlabonne/Beagle14-7B,
AdaptLLM/medicine-LLM,mlabonne/Marcoro14-7B-slerp,
AdaptLLM/medicine-LLM,mlabonne/NeuralBeagle14-7B,
AdaptLLM/medicine-LLM,mlabonne/OmniBeagle-7B,
AdaptLLM/medicine-LLM,nvidia/Llama-3.1-8B-Instruct-FP8,
AdaptLLM/medicine-LLM,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
AdaptLLM/medicine-LLM,nvidia/OpenCodeReasoning-Nemotron-7B,
AdaptLLM/medicine-LLM,nvidia/OpenMath-Nemotron-1.5B,
AdaptLLM/medicine-LLM,nvidia/OpenMath2-Llama3.1-8B,
AdaptLLM/medicine-LLM,nvidia/OpenReasoning-Nemotron-1.5B,
AdaptLLM/medicine-LLM,shadowml/BeagSake-7B,
AdaptLLM/medicine-LLM,shadowml/BeagleSempra-7B,
AdaptLLM/medicine-LLM,shadowml/WestBeagle-7B,
AdaptLLM/medicine-LLM,swiss-ai/Apertus-8B-2509,
AdaptLLM/medicine-LLM,unsloth/Llama-3.1-8B,
AdaptLLM/medicine-LLM,unsloth/Llama-3.2-1B-Instruct,
AdaptLLM/medicine-LLM,unsloth/Llama-3.2-3B-Instruct,
AdaptLLM/medicine-LLM,unsloth/Meta-Llama-3.1-8B-Instruct,
AdaptLLM/medicine-LLM,unsloth/Qwen2.5-0.5B-Instruct,
AdaptLLM/medicine-LLM,unsloth/Qwen2.5-1.5B,
AdaptLLM/medicine-LLM,unsloth/Qwen2.5-1.5B-Instruct,
AdaptLLM/medicine-LLM,unsloth/Qwen2.5-Math-1.5B,
AiMavenAi/AiMaven-Prometheus,Aurore-Reveil/Koto-Small-7B-IT,
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B,
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B-DARE,
AiMavenAi/AiMaven-Prometheus,Biomimicry-AI/ANIMA-Nectar-v2,
AiMavenAi/AiMaven-Prometheus,ByteDance-Seed/Seed-Coder-8B-Base,
AiMavenAi/AiMaven-Prometheus,ByteDance-Seed/Seed-Coder-8B-Instruct,
AiMavenAi/AiMaven-Prometheus,ChrisMcCormick/deepseek-tiny-v0.1,
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare,
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-7B-dpo,
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-bf16,
AiMavenAi/AiMaven-Prometheus,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,
AiMavenAi/AiMaven-Prometheus,DeepHat/DeepHat-V1-7B,
AiMavenAi/AiMaven-Prometheus,EleutherAI/gpt-neo-1.3B,
AiMavenAi/AiMaven-Prometheus,EleutherAI/polyglot-ko-3.8b,
AiMavenAi/AiMaven-Prometheus,EleutherAI/pythia-1.4b,
AiMavenAi/AiMaven-Prometheus,EleutherAI/pythia-1b,
AiMavenAi/AiMaven-Prometheus,EleutherAI/pythia-2.8b,
AiMavenAi/AiMaven-Prometheus,EleutherAI/pythia-6.9b,
AiMavenAi/AiMaven-Prometheus,FelixChao/Sectumsempra-7B-DPO,
AiMavenAi/AiMaven-Prometheus,FelixChao/vicuna-7B-chemical,
AiMavenAi/AiMaven-Prometheus,FelixChao/vicuna-7B-physics,
AiMavenAi/AiMaven-Prometheus,Gensyn/Qwen2.5-1.5B-Instruct,
AiMavenAi/AiMaven-Prometheus,Gensyn/Qwen2.5-7B-Instruct,
AiMavenAi/AiMaven-Prometheus,HuggingFaceH4/zephyr-7b-beta,
AiMavenAi/AiMaven-Prometheus,HuggingFaceTB/SmolLM-135M,
AiMavenAi/AiMaven-Prometheus,HuggingFaceTB/SmolLM2-135M,
AiMavenAi/AiMaven-Prometheus,HuggingFaceTB/SmolLM3-3B,
AiMavenAi/AiMaven-Prometheus,HuggingFaceTB/SmolLM3-3B-Base,
AiMavenAi/AiMaven-Prometheus,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-1,
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-3,
AiMavenAi/AiMaven-Prometheus,Jurema-br/Jurema-7B,
AiMavenAi/AiMaven-Prometheus,KoboldAI/GPT-Neo-2.7B-Horni-LN,
AiMavenAi/AiMaven-Prometheus,LGAI-EXAONE/EXAONE-4.0-1.2B,
AiMavenAi/AiMaven-Prometheus,LiquidAI/LFM2-1.2B,
AiMavenAi/AiMaven-Prometheus,LiquidAI/LFM2-350M,
AiMavenAi/AiMaven-Prometheus,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
AiMavenAi/AiMaven-Prometheus,Nexusflow/Starling-LM-7B-beta,
AiMavenAi/AiMaven-Prometheus,NinedayWang/PolyCoder-2.7B,
AiMavenAi/AiMaven-Prometheus,NousResearch/Hermes-3-Llama-3.1-8B,
AiMavenAi/AiMaven-Prometheus,PharMolix/BioMedGPT-LM-7B,
AiMavenAi/AiMaven-Prometheus,PowerInfer/SmallThinker-3B-Preview,
