,01-ai/Yi-6B,01-ai/Yi-6B-200K,01-ai/Yi-6B-Chat,AdaptLLM/medicine-LLM,AiMavenAi/AiMaven-Prometheus,Aurore-Reveil/Koto-Small-7B-IT,BioMistral/BioMistral-7B,BioMistral/BioMistral-7B-DARE,Biomimicry-AI/ANIMA-Nectar-v2,ByteDance-Seed/Seed-Coder-8B-Base,ByteDance-Seed/Seed-Coder-8B-Instruct,ChrisMcCormick/deepseek-tiny-v0.1,CorticalStack/pastiche-crown-clown-7b-dare,CorticalStack/pastiche-crown-clown-7b-dare-dpo,CultriX/NeuralTrix-7B-dpo,CultriX/NeuralTrix-bf16,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,DeepHat/DeepHat-V1-7B,EleutherAI/gpt-neo-1.3B,EleutherAI/polyglot-ko-3.8b,EleutherAI/pythia-1.4b,EleutherAI/pythia-1b,EleutherAI/pythia-2.8b,EleutherAI/pythia-6.9b,FelixChao/Sectumsempra-7B-DPO,FelixChao/vicuna-7B-chemical,FelixChao/vicuna-7B-physics,Gensyn/Qwen2.5-1.5B-Instruct,Gensyn/Qwen2.5-7B-Instruct,HuggingFaceH4/zephyr-7b-beta,HuggingFaceTB/SmolLM-135M,HuggingFaceTB/SmolLM2-135M,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B-Base,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Intel/neural-chat-7b-v3-1,Intel/neural-chat-7b-v3-3,Jurema-br/Jurema-7B,KoboldAI/GPT-Neo-2.7B-Horni-LN,LGAI-EXAONE/EXAONE-4.0-1.2B,LiquidAI/LFM2-1.2B,LiquidAI/LFM2-350M,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,Nexusflow/Starling-LM-7B-beta,NinedayWang/PolyCoder-2.7B,NousResearch/Hermes-3-Llama-3.1-8B,PharMolix/BioMedGPT-LM-7B,PowerInfer/SmallThinker-3B-Preview,PygmalionAI/pygmalion-2.7b,Qwen/Qwen1.5-0.5B-Chat,Qwen/Qwen1.5-4B-Chat,Qwen/Qwen2-0.5B,Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-7B,Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-1M,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B,Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen/Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,Qwen/Qwen2.5-Math-1.5B,Qwen/Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-7B,Qwen/Qwen2.5-Math-7B-Instruct,Qwen/Qwen3-0.6B,Qwen/Qwen3-0.6B-Base,Qwen/Qwen3-1.7B,Qwen/Qwen3-1.7B-Base,Qwen/Qwen3-4B,Qwen/Qwen3-4B-Base,Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B-Thinking-2507-FP8,S4nfs/Neeto-1.0-8b,SakanaAI/TinySwallow-1.5B,SciPhi/SciPhi-Mistral-7B-32k,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Tesslate/UIGEN-X-4B-0729,Tesslate/WEBGEN-4B-Preview,TheOneWhoWill/Bootstrap-LLM,TinyLlama/TinyLlama-1.1B-Chat-v0.5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama_v1.1,TinyLlama/TinyLlama_v1.1_math_code,Writer/palmyra-mini,XiaomiMiMo/MiMo-7B-Base,abocide/Qwen2.5-7B-Instruct-R1-forfinance,acon96/Home-Llama-3.2-3B,adamo1139/Apertus-8B-Instruct-2509-ungated,aisingapore/Llama-SEA-LION-v3-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/OLMoE-1B-7B-0924,allenai/llama-3.1-tulu-2-8b,allura-org/Koto-Small-7B-PT,arcee-ai/Llama-3.1-SuperNova-Lite,arcee-ai/Meraj-Mini,argilla/distilabeled-Marcoro14-7B-slerp,askfjhaskjgh/UbermenschetienASI,augmxnt/shisa-base-7b-v1,bardsai/jaskier-7b-dpo-v5.6,berkeley-nest/Starling-LM-7B-alpha,beruniy/Llama-3.2-3B-Instruct-Uz,beyoru/Luna,bigcode/starcoder2-3b,bigscience/bloom-560m,bigscience/bloomz-1b1,bigscience/bloomz-1b7,bigscience/bloomz-560m,bxod/Llama-3.2-1B-Instruct-uz,chatitcloud/UZI1,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,continuedev/instinct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,deepseek-ai/deepseek-coder-1.3b-base,dicta-il/dictalm2.0,dnotitia/Smoothie-Qwen3-1.7B,dphn/Dolphin3.0-Llama3.1-8B,elyza/Llama-3-ELYZA-JP-8B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,fblgit/UNA-TheBeagle-7b-v1,flemmingmiguel/MBX-7B-v3,fluently/FluentlyQwen3-1.7B,google/gemma-2-2b-it,google/gemma-2-2b-jpn-it,google/gemma-2b-it,google/gemma-3-1b-it,google/gemma-3-1b-pt,google/gemma-3-270m,google/gemma-3-4b-it,google/gemma-3-4b-pt,gradientai/Llama-3-8B-Instruct-262k,huihui-ai/Huihui-Jan-v1-4B-abliterated,inference-net/Schematron-3B,janhq/Jan-v1-4B,janhq/Jan-v1-edge,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,kevin009/llamaRAGdrama,lmsys/vicuna-7b-v1.1,lmsys/vicuna-7b-v1.5,lmsys/vicuna-7b-v1.5-16k,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-Guard-3-8B,meta-llama/Llama-3.1-8B,microsoft/UserLM-8b,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mlabonne/Beagle14-7B,mlabonne/Marcoro14-7B-slerp,mlabonne/NeuralBeagle14-7B,mlabonne/OmniBeagle-7B,nvidia/Llama-3.1-8B-Instruct-FP8,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,nvidia/OpenCodeReasoning-Nemotron-7B,nvidia/OpenMath-Nemotron-1.5B,nvidia/OpenMath2-Llama3.1-8B,nvidia/OpenReasoning-Nemotron-1.5B,shadowml/BeagSake-7B,shadowml/BeagleSempra-7B,shadowml/WestBeagle-7B,swiss-ai/Apertus-8B-2509,unsloth/Llama-3.1-8B,unsloth/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-3B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,unsloth/Qwen2.5-1.5B,unsloth/Qwen2.5-1.5B-Instruct,unsloth/Qwen2.5-Math-1.5B
microsoft/UserLM-8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,2.0,,3.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,0.0,,,,,,,3.0,,,,2.0,,,,,,2.0,,,3.0,,,,
mistralai/Mistral-7B-Instruct-v0.1,,,,,,,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-v0.1,,,,,,,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mlabonne/Beagle14-7B,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4.0,,,,,,,4.0,3.0,2.0,,,,,,,,,
mlabonne/Marcoro14-7B-slerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
mlabonne/NeuralBeagle14-7B,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,3.0,,,,,,,3.0,2.0,1.0,,,,,,,,,
mlabonne/OmniBeagle-7B,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,0.0,,,,,,,2.0,1.0,2.0,,,,,,,,,
nvidia/Llama-3.1-8B-Instruct-FP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,3.0,,2.0,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,2.0,3.0,,,,,,,0.0,,,,3.0,,,,,,3.0,,,2.0,,,,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,,,,,,,,,,,,,,,,,12.0,4.0,,,,,,,,,,13.0,2.0,,,,,,,,,2.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,2.0,1.0,3.0,12.0,13.0,14.0,3.0,4.0,13.0,14.0,3.0,4.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,14.0,,,14.0,13.0,,,,,,,13.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,2.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,3.0,,,,,,,,,,,,,,,,,,0.0,2.0,14.0,,13.0,,,,,,,,,14.0,13.0,14.0,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,,,,,,,,,,,,,,,,,12.0,4.0,,,,,,,,,,13.0,2.0,,,,,,,,,2.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,2.0,1.0,3.0,12.0,13.0,14.0,3.0,4.0,13.0,14.0,3.0,4.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,14.0,,,14.0,13.0,,,,,,,13.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,2.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,3.0,,,,,,,,,,,,,,,,,,2.0,0.0,14.0,,13.0,,,,,,,,,14.0,13.0,14.0,14.0
nvidia/OpenMath-Nemotron-1.5B,,,,,,,,,,,,,,,,,12.0,14.0,,,,,,,,,,3.0,14.0,,,,,,,,,14.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,12.0,13.0,2.0,3.0,12.0,13.0,12.0,13.0,13.0,12.0,3.0,4.0,13.0,14.0,1.0,2.0,13.0,14.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,4.0,,,14.0,13.0,,,,,,,3.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,14.0,14.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,13.0,,,,,,,,,,,,,,,,,,14.0,14.0,0.0,,3.0,,,,,,,,,14.0,3.0,4.0,2.0
nvidia/OpenMath2-Llama3.1-8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,2.0,,3.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,2.0,,,,,,,3.0,,,,0.0,,,,,,2.0,,,3.0,,,,
nvidia/OpenReasoning-Nemotron-1.5B,,,,,,,,,,,,,,,,,11.0,13.0,,,,,,,,,,2.0,13.0,,,,,,,,,13.0,,,,,,,,,,13.0,,11.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,1.0,2.0,11.0,12.0,11.0,12.0,12.0,11.0,2.0,3.0,12.0,13.0,2.0,3.0,12.0,13.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,12.0,,3.0,,,13.0,12.0,,,,,,,2.0,,13.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,13.0,13.0,,11.0,11.0,,,13.0,,,,,,13.0,,,,,,,,,,13.0,,12.0,13.0,12.0,,,,,,,,,,,,,,,,,,13.0,13.0,3.0,,0.0,,,,,,,,,13.0,2.0,3.0,3.0
shadowml/BeagSake-7B,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,2.0,,,,,,,0.0,1.0,2.0,,,,,,,,,
shadowml/BeagleSempra-7B,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,1.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
shadowml/WestBeagle-7B,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,2.0,1.0,0.0,,,,,,,,,
swiss-ai/Apertus-8B-2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
unsloth/Llama-3.1-8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,2.0,,3.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,2.0,,,,,,,3.0,,,,2.0,,,,,,0.0,,,3.0,,,,
unsloth/Llama-3.2-1B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,12.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,,,,
unsloth/Llama-3.2-3B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,12.0,0.0,,,,,
unsloth/Meta-Llama-3.1-8B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,3.0,,2.0,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,2.0,3.0,,,,,,,2.0,,,,3.0,,,,,,3.0,,,0.0,,,,
unsloth/Qwen2.5-0.5B-Instruct,,,,,,,,,,,,,,,,,12.0,14.0,,,,,,,,,,13.0,14.0,,,,,,,,,14.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,2.0,1.0,12.0,13.0,12.0,13.0,12.0,13.0,13.0,12.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,14.0,,,14.0,13.0,,,,,,,13.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,14.0,14.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,13.0,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,13.0,,,,,,,,,0.0,13.0,14.0,14.0
unsloth/Qwen2.5-1.5B,,,,,,,,,,,,,,,,,11.0,13.0,,,,,,,,,,2.0,13.0,,,,,,,,,13.0,,,,,,,,,,13.0,,11.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,1.0,2.0,11.0,12.0,11.0,12.0,12.0,11.0,2.0,3.0,12.0,13.0,2.0,3.0,12.0,13.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,12.0,,3.0,,,13.0,12.0,,,,,,,2.0,,13.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,13.0,13.0,,11.0,11.0,,,13.0,,,,,,13.0,,,,,,,,,,13.0,,12.0,13.0,12.0,,,,,,,,,,,,,,,,,,13.0,13.0,3.0,,2.0,,,,,,,,,13.0,0.0,3.0,3.0
unsloth/Qwen2.5-1.5B-Instruct,,,,,,,,,,,,,,,,,12.0,14.0,,,,,,,,,,3.0,14.0,,,,,,,,,14.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,12.0,13.0,2.0,1.0,12.0,13.0,12.0,13.0,13.0,12.0,3.0,4.0,13.0,14.0,3.0,4.0,13.0,14.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,2.0,,,14.0,13.0,,,,,,,3.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,14.0,14.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,13.0,,,,,,,,,,,,,,,,,,14.0,14.0,4.0,,3.0,,,,,,,,,14.0,3.0,0.0,4.0
unsloth/Qwen2.5-Math-1.5B,,,,,,,,,,,,,,,,,12.0,14.0,,,,,,,,,,3.0,14.0,,,,,,,,,14.0,,,,,,,,,,14.0,,12.0,12.0,12.0,13.0,12.0,13.0,12.0,13.0,2.0,3.0,12.0,13.0,12.0,13.0,13.0,12.0,3.0,4.0,13.0,14.0,1.0,2.0,13.0,14.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,,4.0,,,14.0,13.0,,,,,,,3.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,14.0,14.0,,12.0,12.0,,,14.0,,,,,,14.0,,,,,,,,,,14.0,,13.0,14.0,13.0,,,,,,,,,,,,,,,,,,14.0,14.0,2.0,,3.0,,,,,,,,,14.0,3.0,4.0,0.0
